product_id,week,base_price,competitor_price,marketing_spend,inventory_level,promotion,season,day_of_week,price,quantity_sold,revenue,profit,price_elasticity
1,25,81.16,178.18,4409.95,155,,Spring,Monday,83.14,116,9643.88,3843.88,-1.1238
1,26,81.16,183.61,4365.83,329,,Fall,Sunday,72.35,124,8970.83,2770.83,-0.5313
1,27,81.16,193.96,1270.1,309,,Fall,Sunday,91.62,122,11178.03,5078.03,-0.0605
1,28,81.16,23.14,2311.07,157,Bundle,Spring,Monday,74.53,116,8645.11,2845.11,0.2636
1,29,81.16,92.82,4926.45,68,Bundle,Winter,Wednesday,87.83,115,10100.42,4350.42,-0.0483
1,30,81.16,33.39,3882.86,459,,Winter,Wednesday,81.59,125,10198.96,3948.96,-1.2243
1,31,81.16,216.46,233.12,345,,Fall,Friday,83.95,121,10158.11,4108.11,-1.1065
1,32,81.16,157.71,419.5,355,,Fall,Friday,70.76,119,8420.57,2470.57,0.1052
1,33,81.16,86.07,2373.26,220,,Winter,Tuesday,88.79,110,9767.19,4267.19,-0.2968
1,34,81.16,20.57,4555.18,380,,Winter,Thursday,71.05,121,8597.49,2547.49,-0.5006
1,35,81.16,81.19,2739.64,244,,Summer,Monday,68.61,114,7822.0,2122.0,1.6849
1,36,81.16,84.67,2539.28,61,Bundle,Winter,Sunday,82.68,121,10004.05,3954.05,0.2996
1,37,81.16,183.75,616.82,244,Bundle,Fall,Monday,87.96,126,11082.64,4782.64,0.6471
1,38,81.16,161.2,3318.22,332,,Spring,Friday,66.55,123,8186.21,2036.21,0.0978
1,39,81.16,222.37,4128.31,418,,Winter,Friday,67.18,140,9405.62,2405.62,14.6356
1,40,81.16,120.69,1964.06,231,,Summer,Tuesday,90.99,121,11009.68,4959.68,-0.383
2,1,190.64,34.3,3900.5,499,,Summer,Thursday,214.2,105,22491.08,17241.08,-1.5
2,2,190.64,179.74,4825.94,354,,Summer,Tuesday,171.21,122,20888.12,14788.12,-0.8068
2,3,190.64,191.39,1098.46,193,,Spring,Sunday,199.42,94,18745.7,14045.7,-1.393
2,4,190.64,142.51,2664.32,435,Discount,Winter,Thursday,186.3,131,24405.69,17855.69,-5.9832
2,5,190.64,193.89,1506.98,365,Discount,Winter,Saturday,200.75,129,25897.31,19447.31,-0.1968
2,6,190.64,125.98,3984.99,231,,Winter,Monday,218.31,92,20084.23,15484.23,-3.2805
2,7,190.64,133.07,2930.21,79,,Spring,Tuesday,158.6,90,14273.82,9773.82,0.0795
2,8,190.64,109.75,3209.45,133,,Spring,Friday,211.83,99,20971.49,16021.49,0.2979
2,9,190.64,11.23,4009.78,215,,Fall,Tuesday,190.1,78,14828.12,10928.12,2.0679
2,10,190.64,31.43,2040.26,333,,Summer,Saturday,195.53,104,20334.67,15134.67,11.6883
2,11,190.64,12.7,4583.94,330,,Summer,Tuesday,202.37,98,19832.62,14932.62,-1.6473
2,12,190.64,160.92,2711.84,145,,Winter,Monday,222.86,96,21394.8,16594.8,-0.2016
2,13,190.64,82.02,873.98,430,,Spring,Saturday,156.83,104,16310.71,11110.71,-0.2813
2,14,190.64,129.6,3509.91,315,Bundle,Spring,Friday,154.76,125,19344.53,13094.53,-15.2439
2,15,190.64,227.35,3986.98,493,,Winter,Friday,166.1,122,20264.42,14164.42,-0.3274
2,16,190.64,66.08,1652.13,347,,Winter,Wednesday,227.73,100,22772.94,17772.94,-0.486
2,17,190.64,105.54,4300.18,345,,Fall,Saturday,207.04,102,21117.69,16017.69,-0.2201
2,18,190.64,190.11,4540.1,274,,Summer,Wednesday,199.38,109,21732.16,16282.16,-1.8552
2,19,190.64,61.06,1456.83,382,,Summer,Wednesday,156.1,110,17170.51,11670.51,-0.0423
2,20,190.64,23.86,4919.26,410,Bundle,Summer,Monday,219.54,118,25906.25,20006.25,0.1789
2,21,190.64,75.99,789.49,423,Discount,Fall,Tuesday,214.48,123,26381.63,20231.63,-1.8386
2,22,190.64,44.5,1089.88,91,,Winter,Friday,203.2,90,18288.22,13788.22,5.1004
2,23,190.64,232.78,1002.7,352,,Winter,Friday,178.37,121,21582.62,15532.62,-2.8184
2,24,190.64,202.99,4480.55,470,,Summer,Tuesday,157.88,127,20051.38,13701.38,-0.4318
2,25,190.64,160.18,3306.03,295,,Summer,Friday,196.74,106,20854.33,15554.33,-0.6719
2,26,190.64,218.51,845.31,257,Discount,Fall,Tuesday,207.39,129,26753.1,20303.1,4.0086
2,27,190.64,201.9,2257.58,286,,Spring,Saturday,159.69,111,17726.12,12176.12,0.6067
2,28,190.64,50.71,3114.96,71,,Spring,Monday,200.84,83,16669.39,12519.39,-0.9791
2,29,190.64,223.68,508.97,234,,Summer,Monday,174.35,115,20049.7,14299.7,-2.9229
2,30,190.64,137.14,4423.84,291,,Fall,Sunday,210.79,102,21500.12,16400.12,-0.5408
2,31,190.64,202.82,4037.66,412,Bundle,Summer,Monday,193.66,135,26143.64,19393.64,-3.9813
2,32,190.64,224.54,2575.51,332,,Spring,Tuesday,162.35,113,18345.34,12695.34,1.008
2,33,190.64,82.91,4838.92,90,Discount,Summer,Sunday,192.66,127,24467.56,18117.56,0.6636
2,34,190.64,31.96,2147.03,385,,Spring,Tuesday,182.69,107,19547.32,14197.32,3.0423
2,35,190.64,60.84,4922.14,211,Discount,Spring,Thursday,166.26,117,19452.59,13602.59,-1.0396
2,36,190.64,109.64,3372.81,209,,Spring,Sunday,216.68,87,18850.96,14500.96,-0.8456
2,37,190.64,205.41,3209.89,138,,Winter,Friday,153.35,105,16101.7,10851.7,-0.7079
2,38,190.64,215.88,913.18,371,Discount,Winter,Friday,176.31,145,25564.91,18314.91,2.5444
2,39,190.64,6.7,4421.45,61,,Summer,Thursday,153.47,101,15500.37,10450.37,2.3423
2,40,190.64,130.13,2194.7,473,,Spring,Thursday,159.83,113,18060.74,12410.74,2.8667
3,1,149.08,107.27,894.94,122,,Winter,Monday,136.98,102,13971.9,8871.9,-1.5
3,2,149.08,59.42,161.78,125,Discount,Summer,Thursday,122.5,122,14944.92,8844.92,-1.8549
3,3,149.08,34.37,2842.8,395,,Summer,Tuesday,154.84,119,18426.09,12476.09,-0.0931
3,4,149.08,87.72,2684.26,250,Bundle,Summer,Wednesday,124.44,131,16302.01,9752.01,-0.5137
3,5,149.08,236.01,3624.83,59,,Summer,Tuesday,161.11,104,16755.16,11555.16,-0.6995
3,6,149.08,84.18,4462.26,401,,Summer,Sunday,122.4,110,13464.24,7964.24,-0.2401
3,7,149.08,132.1,489.09,275,Discount,Fall,Thursday,122.8,137,16823.57,9973.57,75.5732
3,8,149.08,177.24,3684.33,225,,Spring,Friday,137.47,108,14846.77,9446.77,-1.7719
3,9,149.08,94.09,1018.32,325,Discount,Summer,Tuesday,172.73,136,23490.87,16690.87,1.0109
3,10,149.08,243.09,4305.07,88,Bundle,Fall,Friday,157.51,120,18901.24,12901.24,1.3354
3,11,149.08,240.8,4113.41,109,,Spring,Tuesday,165.19,97,16023.16,11173.16,-3.9325
3,12,149.08,66.69,2749.89,115,,Winter,Friday,127.7,97,12387.29,7537.29,-0.0
3,13,149.08,126.83,3580.19,370,,Summer,Saturday,169.0,112,18928.37,13328.37,0.4782
3,14,149.08,78.72,1640.32,484,Discount,Fall,Tuesday,119.75,136,16285.84,9485.84,-0.7353
3,15,149.08,74.79,2408.72,173,Discount,Winter,Sunday,131.97,129,17023.87,10573.87,-0.5044
3,16,149.08,14.04,4126.02,213,,Fall,Friday,156.0,94,14664.15,9964.15,-1.4898
3,17,149.08,154.34,2350.4,457,,Spring,Wednesday,141.64,128,18129.87,11729.87,-3.9288
3,18,149.08,128.16,1853.21,460,,Spring,Sunday,177.95,114,20286.53,14586.53,-0.4266
3,19,149.08,17.61,2521.64,435,Discount,Winter,Monday,121.07,146,17676.55,10376.55,-0.8782
3,20,149.08,73.27,4158.42,208,,Fall,Tuesday,178.81,90,16092.99,11592.99,-0.8043
3,21,149.08,227.53,1742.52,106,,Summer,Wednesday,156.45,116,18148.31,12348.31,-2.3102
3,22,149.08,63.69,951.43,127,,Summer,Monday,152.58,96,14647.65,9847.65,6.9677
3,23,149.08,40.5,3588.87,243,Discount,Winter,Tuesday,122.81,127,15597.11,9247.11,-1.6552
3,24,149.08,124.92,4147.29,334,,Winter,Wednesday,135.56,111,15047.39,9497.39,-1.2135
3,25,149.08,246.48,593.12,64,,Winter,Wednesday,174.4,90,15696.19,11196.19,-0.6603
3,26,149.08,64.3,1275.38,61,,Fall,Sunday,140.39,93,13056.02,8406.02,-0.1709
3,27,149.08,169.67,795.66,150,,Summer,Saturday,158.72,100,15871.85,10871.85,0.5764
3,28,149.08,191.6,1804.91,205,Discount,Summer,Wednesday,178.86,140,25041.04,18041.04,3.1513
3,29,149.08,63.22,2306.72,389,Bundle,Summer,Saturday,134.95,129,17408.59,10958.59,0.32
3,30,149.08,183.41,3769.25,174,,Winter,Thursday,153.62,102,15668.8,10568.8,-1.5133
3,31,149.08,95.11,3290.62,408,,Summer,Sunday,160.79,109,17526.41,12076.41,1.4689
3,32,149.08,159.91,3142.55,329,,Spring,Friday,129.08,117,15102.37,9252.37,-0.3721
3,33,149.08,160.21,1826.64,454,,Winter,Sunday,128.13,115,14734.8,8984.8,2.3192
3,34,149.08,136.26,4223.09,443,Discount,Summer,Monday,146.47,150,21971.01,14471.01,2.1257
3,35,149.08,27.12,2409.31,159,,Fall,Friday,142.27,84,11950.65,7750.65,15.3312
3,36,149.08,209.65,4897.61,383,,Winter,Friday,161.85,117,18936.78,13086.78,2.8541
3,37,149.08,83.59,3207.3,406,,Spring,Saturday,123.41,116,14315.33,8515.33,0.036
3,38,149.08,50.7,718.7,195,,Spring,Friday,177.23,93,16482.84,11832.84,-0.4546
3,39,149.08,14.99,3413.27,265,,Fall,Wednesday,120.11,104,12491.9,7291.9,-0.367
3,40,149.08,149.77,1693.01,447,,Fall,Saturday,155.12,106,16442.78,11142.78,0.066
4,1,123.75,171.0,3463.0,211,,Winter,Friday,126.85,113,14333.52,8683.52,-1.5
4,2,123.75,9.06,441.24,177,Discount,Winter,Saturday,105.66,131,13842.02,7292.02,-0.9539
4,3,123.75,130.46,956.92,363,,Spring,Thursday,106.47,116,12350.07,6550.07,-15.0882
4,4,123.75,60.49,4293.11,381,,Fall,Saturday,138.23,108,14929.06,9529.06,-0.2311
4,5,123.75,163.07,1213.18,199,Bundle,Winter,Tuesday,142.93,125,17866.09,11616.09,4.6329
4,6,123.75,47.72,4201.5,85,,Spring,Wednesday,113.0,104,11752.51,6552.51,0.8024
4,7,123.75,174.28,1468.45,222,Discount,Fall,Monday,120.67,132,15929.03,9329.03,3.9669
4,8,123.75,99.75,3250.12,469,,Spring,Tuesday,116.57,113,13172.14,7522.14,4.2295
4,9,123.75,234.5,3501.34,71,,Summer,Tuesday,102.59,113,11592.33,5942.33,-0.0
4,10,123.75,38.69,2612.01,255,,Fall,Tuesday,132.32,100,13231.84,8231.84,-0.397
4,11,123.75,88.56,1596.02,176,,Winter,Friday,139.84,95,13284.95,8534.95,-0.8794
4,12,123.75,32.8,1141.96,385,,Winter,Saturday,114.09,110,12549.57,7049.57,-0.8573
4,13,123.75,231.55,262.63,494,Bundle,Summer,Saturday,148.01,145,21461.14,14211.14,1.0702
4,14,123.75,219.95,1589.34,405,,Fall,Sunday,102.75,121,12432.82,6382.82,0.5413
4,15,123.75,68.2,3300.5,489,,Spring,Friday,131.75,118,15546.91,9646.91,-0.0878
4,16,123.75,166.7,4697.69,266,,Winter,Wednesday,121.18,122,14784.26,8684.26,-0.4225
4,17,123.75,205.22,4368.9,145,,Summer,Friday,121.1,119,14411.14,8461.14,37.0222
4,18,123.75,141.02,3853.72,466,,Summer,Friday,121.65,120,14597.84,8597.84,1.8617
4,19,123.75,134.76,3963.39,478,,Fall,Friday,111.8,122,13639.64,7539.64,-0.2059
4,20,123.75,64.25,3358.43,213,Discount,Fall,Wednesday,134.42,125,16801.88,10551.88,0.1216
4,21,123.75,27.81,1375.41,197,Bundle,Winter,Sunday,134.71,113,15222.54,9572.54,-43.35
4,22,123.75,224.82,4545.26,67,,Summer,Wednesday,112.97,118,13330.95,7430.95,-0.2742
4,23,123.75,225.6,3386.59,343,,Spring,Thursday,140.34,121,16981.4,10931.4,0.1049
4,24,123.75,160.11,2846.16,244,Bundle,Summer,Sunday,114.68,133,15252.35,8602.35,-0.5423
4,25,123.75,88.06,643.85,200,Discount,Spring,Thursday,134.89,121,16321.3,10271.3,-0.512
4,26,123.75,90.56,2290.57,414,,Spring,Thursday,104.99,118,12388.27,6488.27,0.1118
4,27,123.75,182.86,2355.76,172,Bundle,Winter,Thursday,107.35,140,15028.51,8028.51,8.2898
4,28,123.75,224.79,4336.36,449,,Summer,Saturday,114.63,133,15245.44,8595.44,-0.7372
4,29,123.75,222.34,2778.58,236,Bundle,Spring,Tuesday,128.39,136,17461.27,10661.27,0.1878
4,30,123.75,196.07,1963.96,198,,Fall,Tuesday,130.95,108,14142.35,8742.35,-10.3419
4,31,123.75,162.3,4886.32,153,,Spring,Thursday,118.61,106,12573.18,7273.18,0.1966
4,32,123.75,25.61,642.53,292,Discount,Fall,Thursday,102.85,126,12958.97,6658.97,-1.4195
4,33,123.75,44.6,2170.49,280,,Fall,Monday,117.49,103,12101.5,6951.5,-1.2823
4,34,123.75,225.15,305.92,255,,Summer,Tuesday,133.09,123,16369.91,10219.91,1.4626
4,35,123.75,153.58,3725.53,247,,Fall,Monday,132.21,120,15865.09,9865.09,3.69
4,36,123.75,7.25,4598.58,445,Bundle,Spring,Sunday,106.93,129,13793.39,7343.39,-0.3922
4,37,123.75,29.86,1472.18,449,Discount,Fall,Monday,99.38,131,13018.96,6468.96,-0.2197
4,38,123.75,167.56,4305.87,386,Discount,Summer,Friday,136.27,140,19077.41,12077.41,0.1851
4,39,123.75,6.24,1531.87,136,,Winter,Saturday,104.26,98,10217.59,5317.59,1.2773
4,40,123.75,44.4,4562.77,191,Discount,Spring,Sunday,103.07,124,12780.95,6580.95,-23.2662
5,1,39.64,139.44,3794.41,366,,Spring,Wednesday,31.76,135,4287.29,-2462.71,-1.5
5,2,39.64,174.51,4044.04,248,,Summer,Tuesday,38.57,136,5246.17,-1553.83,0.0345
5,3,39.64,164.73,188.23,95,Discount,Summer,Thursday,39.7,145,5755.82,-1494.18,2.2782
5,4,39.64,59.95,4817.77,337,,Summer,Sunday,41.83,131,5479.28,-1070.72,-1.7983
5,5,39.64,179.48,3660.69,64,,Summer,Thursday,36.41,124,4514.8,-1685.2,0.4126
5,6,39.64,63.13,1593.28,93,,Spring,Wednesday,42.98,119,5114.66,-835.34,-0.2234
5,7,39.64,84.72,4164.03,450,,Winter,Sunday,34.4,138,4747.2,-2152.8,-0.7998
5,8,39.64,187.89,1479.45,218,Discount,Fall,Tuesday,44.91,151,6781.11,-768.89,0.3084
5,9,39.64,164.16,4376.49,359,,Fall,Sunday,40.78,122,4975.51,-1124.49,2.0908
5,10,39.64,213.06,651.64,93,Discount,Winter,Thursday,40.97,143,5859.26,-1290.74,36.7641
5,11,39.64,166.12,3548.06,147,,Winter,Thursday,35.04,128,4485.29,-1914.71,0.7245
5,12,39.64,144.24,2749.42,310,,Winter,Friday,32.89,124,4078.36,-2121.64,0.509
5,13,39.64,27.95,573.02,158,,Summer,Monday,39.08,111,4338.34,-1211.66,-0.5567
5,14,39.64,95.09,1285.28,332,Discount,Spring,Sunday,41.48,155,6428.91,-1321.09,6.4751
5,15,39.64,69.97,160.78,421,,Spring,Thursday,33.22,123,4086.31,-2063.69,1.0373
5,16,39.64,64.78,2396.96,392,Bundle,Spring,Saturday,46.79,133,6222.78,-427.22,0.1991
5,17,39.64,243.39,1576.2,153,,Summer,Tuesday,47.26,134,6333.06,-366.94,0.7425
5,18,39.64,101.31,3031.95,305,,Spring,Saturday,40.36,134,5408.83,-1291.17,-0.0
5,19,39.64,223.55,1556.47,428,,Summer,Wednesday,46.78,139,6502.49,-447.51,0.2347
5,20,39.64,159.63,1569.6,255,Bundle,Spring,Sunday,34.56,147,5080.37,-2269.63,-0.2203
5,21,39.64,199.73,3741.65,384,Discount,Winter,Friday,32.12,161,5170.99,-2879.01,-1.3476
5,22,39.64,128.15,335.9,92,,Fall,Tuesday,32.34,111,3589.71,-1960.29,-44.9653
5,23,39.64,146.34,4524.19,402,,Fall,Friday,41.03,130,5334.06,-1165.94,0.6369
5,24,39.64,125.67,4276.09,294,,Summer,Monday,32.69,128,4184.62,-2215.38,0.0757
5,25,39.64,52.83,3372.24,336,Discount,Spring,Thursday,46.91,150,7037.23,-462.77,0.3951
5,26,39.64,182.0,3006.79,404,,Fall,Tuesday,33.97,126,4279.66,-2020.34,0.5797
5,27,39.64,73.79,4472.28,322,Discount,Winter,Wednesday,36.55,153,5591.68,-2058.32,2.8195
5,28,39.64,10.96,1008.12,132,Bundle,Winter,Sunday,44.76,130,5818.52,-681.48,-0.6691
5,29,39.64,163.14,486.95,159,,Winter,Monday,35.18,127,4468.3,-1881.7,0.1079
5,30,39.64,48.39,1273.6,487,Discount,Summer,Monday,35.57,161,5726.4,-2323.6,24.5167
5,31,39.64,235.41,3993.43,239,,Summer,Friday,41.9,144,6033.63,-1166.37,-0.5931
5,32,39.64,238.71,269.88,337,,Spring,Monday,36.09,134,4836.44,-1863.56,0.501
5,33,39.64,229.14,2955.75,473,,Winter,Tuesday,35.16,139,4887.66,-2062.34,-1.4483
5,34,39.64,95.69,4977.64,446,,Spring,Friday,35.75,133,4754.14,-1895.86,-2.606
5,35,39.64,8.79,4292.91,300,Discount,Spring,Monday,39.5,142,5608.32,-1491.68,0.6451
5,36,39.64,232.44,2655.08,261,,Winter,Sunday,47.03,123,5785.27,-364.73,-0.7009
5,37,39.64,109.91,411.84,340,,Spring,Wednesday,44.91,118,5299.61,-600.39,0.9007
5,38,39.64,241.83,4173.73,182,,Fall,Sunday,36.23,121,4383.59,-1666.41,-0.1315
5,39,39.64,241.09,3034.99,250,,Summer,Saturday,37.48,134,5021.92,-1678.08,3.1164
5,40,39.64,213.99,663.17,334,,Spring,Tuesday,39.08,131,5119.58,-1430.42,-0.5232
6,1,39.64,77.14,559.9,375,,Winter,Wednesday,47.23,124,5856.85,-343.15,-1.5
6,2,39.64,99.35,4557.17,458,,Summer,Wednesday,34.44,134,4615.57,-2084.43,-0.2979
6,3,39.64,213.53,3379.08,144,Discount,Summer,Friday,37.38,149,5569.51,-1880.49,1.3138
6,4,39.64,82.65,4163.51,327,Discount,Spring,Thursday,43.28,151,6534.77,-1015.23,0.0851
6,5,39.64,46.53,4407.0,499,,Fall,Friday,47.0,127,5968.37,-381.63,-1.8498
6,6,39.64,141.42,2901.68,478,Discount,Spring,Tuesday,34.18,163,5571.26,-2578.74,-1.0395
6,7,39.64,234.36,2635.49,374,,Fall,Tuesday,35.32,144,5085.56,-2114.44,-3.5043
6,8,39.64,175.53,2209.09,268,,Summer,Friday,35.29,134,4728.82,-1971.18,91.7825
6,9,39.64,144.66,1653.04,138,,Spring,Thursday,32.04,118,3781.08,-2118.92,1.2979
6,10,39.64,28.81,2229.52,121,,Winter,Sunday,41.29,111,4583.16,-966.84,-0.2056
6,11,39.64,155.68,3892.01,296,,Spring,Friday,42.35,128,5420.23,-979.77,5.9895
6,12,39.64,247.56,3049.42,178,Discount,Fall,Tuesday,41.26,154,6354.74,-1345.26,-7.957
6,13,39.64,39.32,4473.36,261,,Fall,Thursday,32.84,116,3809.68,-1990.32,1.2089
6,14,39.64,131.99,2272.56,477,Discount,Spring,Tuesday,32.81,151,4954.14,-2595.86,-298.6187
6,15,39.64,219.96,3074.74,392,,Fall,Thursday,35.05,133,4661.25,-1988.75,-1.7474
6,16,39.64,186.49,3193.41,145,Discount,Summer,Thursday,36.31,153,5556.04,-2093.96,4.1596
6,17,39.64,175.77,2999.32,124,,Spring,Friday,44.18,127,5611.15,-738.85,-0.7843
6,18,39.64,177.11,3542.91,472,,Fall,Friday,34.24,133,4553.71,-2096.29,-0.2099
6,19,39.64,93.08,1263.42,103,,Spring,Friday,32.41,105,3403.08,-1846.92,3.9429
6,20,39.64,76.93,2610.58,393,,Spring,Thursday,37.96,127,4820.67,-1529.33,1.224
6,21,39.64,203.29,610.7,462,,Winter,Thursday,38.31,146,5593.74,-1706.26,15.9858
6,22,39.64,203.48,1984.11,103,Discount,Spring,Tuesday,38.86,145,5634.78,-1615.22,-0.4795
6,23,39.64,217.43,2489.57,267,,Winter,Wednesday,44.82,145,6499.22,-750.78,0.0
6,24,39.64,228.74,3295.9,65,Discount,Fall,Friday,33.27,156,5189.36,-2610.64,-0.2942
6,25,39.64,130.28,4757.6,148,,Winter,Saturday,42.87,121,5187.58,-862.42,-0.7768
6,26,39.64,127.87,3043.19,69,Discount,Winter,Tuesday,37.07,144,5338.01,-1861.99,-1.4043
6,27,39.64,200.58,3743.61,95,,Winter,Tuesday,36.63,132,4834.64,-1765.36,6.9668
6,28,39.64,164.24,2580.7,242,,Summer,Monday,46.5,129,5998.14,-451.86,-0.0843
6,29,39.64,176.98,3207.11,432,Bundle,Winter,Friday,35.65,151,5383.27,-2166.73,-0.7311
6,30,39.64,199.97,447.57,107,,Spring,Sunday,41.9,124,5195.46,-1004.54,-1.0203
6,31,39.64,223.05,1346.52,486,,Winter,Tuesday,36.07,148,5338.87,-2061.13,-1.3921
6,32,39.64,87.81,1873.08,160,,Spring,Monday,39.75,111,4412.5,-1137.5,-2.4515
6,33,39.64,97.02,2415.22,178,,Winter,Saturday,44.18,121,5345.57,-704.43,0.8091
6,34,39.64,28.03,323.68,386,,Summer,Saturday,45.69,123,5620.04,-529.96,0.4826
6,35,39.64,146.68,786.12,243,Discount,Fall,Sunday,45.01,142,6391.31,-708.69,-10.3461
6,36,39.64,13.81,1456.39,462,,Winter,Friday,40.94,123,5035.86,-1114.14,1.4807
6,37,39.64,119.07,4860.51,389,,Winter,Thursday,35.66,135,4813.6,-1936.4,-0.7557
6,38,39.64,137.95,1723.6,375,,Summer,Monday,42.2,133,5611.99,-1038.01,-0.0808
6,39,39.64,75.2,2462.0,57,,Winter,Thursday,42.97,113,4855.29,-794.71,-8.2221
6,40,39.64,149.75,1060.88,78,,Spring,Saturday,31.88,121,3857.56,-2192.44,-0.2744
7,1,21.04,12.47,3092.82,161,Discount,Winter,Saturday,20.52,142,2914.46,-4185.54,-1.5
7,2,21.04,14.15,1475.35,484,,Winter,Wednesday,23.92,132,3158.0,-3442.0,-0.4251
7,3,21.04,206.54,1114.26,210,Discount,Fall,Wednesday,20.95,149,3121.29,-4328.71,-1.0354
7,4,21.04,93.25,2631.21,180,,Fall,Sunday,19.45,123,2392.19,-3757.81,2.4377
7,5,21.04,36.13,126.98,237,,Winter,Wednesday,24.16,114,2754.73,-2945.27,-0.3018
7,6,21.04,132.95,137.55,212,,Summer,Wednesday,18.14,120,2176.84,-3823.16,-0.2111
7,7,21.04,193.65,1173.44,246,,Fall,Sunday,18.57,122,2265.03,-3834.97,0.7106
7,8,21.04,57.88,279.93,413,,Winter,Tuesday,22.61,135,3052.69,-3697.31,0.4889
7,9,21.04,157.61,629.33,253,,Fall,Wednesday,19.79,127,2513.87,-3836.13,0.4755
7,10,21.04,25.91,1760.42,261,Discount,Winter,Tuesday,22.83,153,3492.73,-4157.27,1.3356
7,11,21.04,17.66,4032.67,158,,Fall,Tuesday,18.16,105,1906.35,-3343.65,1.5327
7,12,21.04,135.18,2903.04,325,Discount,Fall,Friday,18.95,165,3126.98,-5123.02,13.0383
7,13,21.04,137.46,2612.07,122,,Spring,Tuesday,18.15,120,2177.62,-3822.38,6.4238
7,14,21.04,161.17,1538.1,216,Bundle,Winter,Tuesday,24.85,135,3354.32,-3395.68,0.3386
7,15,21.04,182.89,4665.59,309,Discount,Winter,Wednesday,20.24,174,3521.75,-5178.25,-1.5581
7,16,21.04,244.08,2045.37,292,,Winter,Tuesday,19.67,134,2635.27,-4064.73,8.1099
7,17,21.04,131.49,526.75,324,Discount,Winter,Thursday,16.95,155,2626.97,-5123.03,-1.1339
7,18,21.04,84.12,3123.63,151,,Fall,Sunday,18.12,115,2083.76,-3666.24,-3.7337
7,19,21.04,199.82,657.81,222,Discount,Spring,Wednesday,20.37,156,3178.08,-4621.92,2.8677
7,20,21.04,71.35,1791.59,220,,Spring,Sunday,17.41,116,2018.99,-3781.01,1.7605
7,21,21.04,112.55,2586.32,190,,Summer,Monday,21.13,132,2788.67,-3811.33,0.6452
7,22,21.04,24.22,4383.69,446,Discount,Winter,Wednesday,20.66,161,3325.84,-4724.16,-9.8988
7,23,21.04,11.21,2518.38,237,,Summer,Tuesday,23.28,121,2817.36,-3232.64,-1.954
7,24,21.04,240.85,3541.07,490,,Fall,Thursday,22.38,151,3379.46,-4170.54,-6.3901
7,25,21.04,209.82,4964.8,135,Discount,Summer,Sunday,20.58,158,3251.81,-4648.19,-0.5766
7,26,21.04,175.51,744.3,101,,Winter,Wednesday,18.72,123,2302.45,-3847.55,2.4485
7,27,21.04,105.19,1446.18,160,,Spring,Thursday,22.94,129,2959.88,-3490.12,0.2161
7,28,21.04,47.46,2033.42,486,,Spring,Sunday,22.78,133,3030.39,-3619.61,-4.4499
